#pacId	locusName	transcriptName	peptideName	Pfam	Panther	ec	KOG	KO	GO	Best-hit-arabi-name	Best-hit-arabi-defline	Best-hit-rice-name	Best-hit-rice-defline
PAC:30773447	Cre08.g358544	Cre08.g358544.t1.1	Cre08.g358544.t1.1										
PAC:30773526	Cre08.g358545	Cre08.g358545.t1.1	Cre08.g358545.t1.1		PTHR11697				GO:0003676	AT1G19260	TTF-type zinc finger protein with HAT dimerisation domain	LOC_Os01g08610	hAT dimerisation domain-containing protein, putative, expressed
PAC:30773911	Cre08.g358546	Cre08.g358546.t1.1	Cre08.g358546.t1.1										
PAC:30773579	Cre08.g358547	Cre08.g358547.t1.1	Cre08.g358547.t1.1										
PAC:30774137	Cre08.g358548	Cre08.g358548.t1.1	Cre08.g358548.t1.1										
PAC:30773932	Cre08.g358549	Cre08.g358549.t1.1	Cre08.g358549.t1.1										
PAC:30774098	Cre08.g358552	Cre08.g358552.t1.1	Cre08.g358552.t1.1							AT3G27930		LOC_Os05g50200	expressed protein
PAC:30773571	Cre08.g358553	Cre08.g358553.t1.1	Cre08.g358553.t1.1		PTHR24006				GO:0042309 GO:0050825 GO:0050826				
PAC:30773566	Cre08.g358554	Cre08.g358554.t1.1	Cre08.g358554.t1.1	PF00782	PTHR10159	EC:3.1.3.16 EC:3.1.3.48			GO:0006470 GO:0008138 GO:0016311 GO:0016791				
PAC:30773591	Cre08.g358555	Cre08.g358555.t1.1	Cre08.g358555.t1.1	PF00850	PTHR10625 PTHR10625:SF131	EC:3.5.1.98	KOG1344						
PAC:30773441	Cre08.g358556	Cre08.g358556.t1.1	Cre08.g358556.t1.1	PF00253	PTHR12010 PTHR12010:SF2		KOG3506	K02980	GO:0003735 GO:0005622 GO:0005840 GO:0006412	AT4G33865	Ribosomal protein S14p/S29e family protein	LOC_Os03g56241	40S ribosomal protein S29, putative, expressed
PAC:30773442	Cre08.g358556	Cre08.g358556.t2.1	Cre08.g358556.t2.1	PF00253	PTHR12010 PTHR12010:SF2		KOG3506	K02980	GO:0003735 GO:0005622 GO:0005840 GO:0006412	AT4G33865	Ribosomal protein S14p/S29e family protein	LOC_Os03g56241	40S ribosomal protein S29, putative, expressed
PAC:30773812	Cre08.g358557	Cre08.g358557.t1.1	Cre08.g358557.t1.1	PF10173	PTHR28062 PTHR28062:SF1					AT1G53760	(1 of 1) KOG4539 - Uncharacterized conserved protein	LOC_Os02g05870	expressed protein
PAC:30773891	Cre08.g358558	Cre08.g358558.t1.1	Cre08.g358558.t1.1										
PAC:30774113	Cre08.g358559	Cre08.g358559.t1.1	Cre08.g358559.t1.1										
PAC:30773819	Cre08.g358560	Cre08.g358560.t1.1	Cre08.g358560.t1.1	PF13540	PTHR22870 PTHR22870:SF201								
PAC:30773552	Cre08.g358561	Cre08.g358561.t1.1	Cre08.g358561.t1.1										
PAC:30773999	Cre08.g358562	Cre08.g358562.t1.1	Cre08.g358562.t1.1	PF00166	PTHR10772 PTHR10772:SF0		KOG1641	K04078	GO:0005737 GO:0006457	AT5G20720	chaperonin 20	LOC_Os09g26730	chaperonin, putative, expressed
PAC:30773457	Cre08.g358563	Cre08.g358563.t1.1	Cre08.g358563.t1.1	PF00270 PF00575 PF07717	PTHR18934 PTHR18934:SF120	EC:3.6.4.13	KOG0922		GO:0003676 GO:0003723 GO:0005524	AT3G26560	ATP-dependent RNA helicase, putative	LOC_Os02g19860	pre-mRNA-splicing factor ATP-dependent RNA helicase, putative, expressed
PAC:30774070	Cre08.g358564	Cre08.g358564.t1.1	Cre08.g358564.t1.1	PF06985									
PAC:30773491	Cre08.g358565	Cre08.g358565.t1.1	Cre08.g358565.t1.1										
PAC:30773354	Cre08.g358567	Cre08.g358567.t1.1	Cre08.g358567.t1.1		PTHR37028 PTHR37028:SF1								
PAC:30773355	Cre08.g358567	Cre08.g358567.t2.1	Cre08.g358567.t2.1		PTHR37028 PTHR37028:SF1								
PAC:30773673	Cre08.g358568	Cre08.g358568.t1.1	Cre08.g358568.t1.1	PF04577	PTHR20961				GO:0016757				
PAC:30773617	Cre08.g358569	Cre08.g358569.t1.1	Cre08.g358569.t1.1										
PAC:30773610	Cre08.g358570	Cre08.g358570.t1.1	Cre08.g358570.t1.1	PF00153	PTHR24089 PTHR24089:SF25		KOG0756						
PAC:30773894	Cre08.g358571	Cre08.g358571.t1.1	Cre08.g358571.t1.1	PF00211	PTHR11920	EC:4.6.1.2			GO:0009190 GO:0016849 GO:0035556				
PAC:30773795	Cre08.g358572	Cre08.g358572.t1.1	Cre08.g358572.t1.1	PF03094	PTHR31942				GO:0006952 GO:0016021			LOC_Os02g10350	MLO domain containing protein, putative, expressed
PAC:30774167	Cre08.g358573	Cre08.g358573.t1.1	Cre08.g358573.t1.1	PF12796	PTHR24198		KOG4412		GO:0005515				
PAC:30774163	Cre08.g358574	Cre08.g358574.t1.1	Cre08.g358574.t1.1										
PAC:30773548	Cre08.g358575	Cre08.g358575.t1.1	Cre08.g358575.t1.1	PF00520	PTHR31942 PTHR31942:SF1	EC:2.7.11.1			GO:0005216 GO:0005515 GO:0006811 GO:0016020 GO:0042309 GO:0050825 GO:0050826 GO:0055085				
PAC:30773747	Cre08.g358576	Cre08.g358576.t1.1	Cre08.g358576.t1.1	PF13637	PTHR24198				GO:0005515				
PAC:30773881	Cre08.g358577	Cre08.g358577.t1.1	Cre08.g358577.t1.1	PF00023					GO:0005515				
PAC:30773777	Cre08.g358578	Cre08.g358578.t1.1	Cre08.g358578.t1.1						GO:0005515				
PAC:30774151	Cre08.g358579	Cre08.g358579.t1.1	Cre08.g358579.t1.1	PF07970 PF13850	PTHR10984		KOG2667						
PAC:30774147	Cre08.g358580	Cre08.g358580.t1.1	Cre08.g358580.t1.1	PF02142 PF02787 PF13535	PTHR11405 PTHR11405:SF47	EC:6.3.5.5		K01955	GO:0004086 GO:0005524 GO:0006807 GO:0046872	AT1G29900	carbamoyl phosphate synthetase B	LOC_Os01g38970	carbamoyl-phosphate synthase large chain, putative, expressed
PAC:30774055	Cre08.g358581	Cre08.g358581.t1.1	Cre08.g358581.t1.1										
PAC:30773378	Cre08.g358582	Cre08.g358582.t1.1	Cre08.g358582.t1.1										
PAC:30773878	Cre08.g358583	Cre08.g358583.t1.1	Cre08.g358583.t1.1										
PAC:30773730	Cre08.g358600	Cre08.g358600.t1.1	Cre08.g358600.t1.1										
PAC:30773838	Cre08.g358616	Cre08.g358616.t1.1	Cre08.g358616.t1.1	PF00481	PTHR13832	EC:3.1.3.16	KOG0698		GO:0003824 GO:0004722 GO:0006470				
PAC:30773653	Cre08.g358650	Cre08.g358650.t1.1	Cre08.g358650.t1.1	PF02517	PTHR10794			K07052	GO:0016020				
PAC:30773490	Cre08.g358700	Cre08.g358700.t1.2	Cre08.g358700.t1.2						GO:0042309 GO:0050825 GO:0050826				
PAC:30774078	Cre08.g358751	Cre08.g358751.t1.1	Cre08.g358751.t1.1		PTHR13244 PTHR13244:SF7								
PAC:30774084	Cre08.g358800	Cre08.g358800.t1.2	Cre08.g358800.t1.2		PTHR11601 PTHR11601:SF32	EC:5.1.1.17	KOG1549		GO:0003824 GO:0030170			LOC_Os01g18640	aminotransferase, putative, expressed
PAC:30773801	Cre08.g358850	Cre08.g358850.t1.2	Cre08.g358850.t1.2										
PAC:30773918	Cre08.g358900	Cre08.g358900.t1.2	Cre08.g358900.t1.2	PF00156	PTHR22573 PTHR22573:SF56	EC:2.4.2.8	KOG3367		GO:0004422 GO:0005737 GO:0006166 GO:0009116	AT1G71750	Hypoxanthine-guanine phosphoribosyltransferase	LOC_Os05g08950	phosphoribosyl transferase, putative, expressed
PAC:30774071	Cre08.g358950	Cre08.g358950.t1.1	Cre08.g358950.t1.1	PF09731	PTHR15415								
PAC:30774072	Cre08.g358950	Cre08.g358950.t2.1	Cre08.g358950.t2.1	PF09731	PTHR15415								
PAC:30774181	Cre08.g359000	Cre08.g359000.t1.2	Cre08.g359000.t1.2		PTHR31579 PTHR31579:SF1								
PAC:30774182	Cre08.g359000	Cre08.g359000.t2.1	Cre08.g359000.t2.1		PTHR31579 PTHR31579:SF1								
PAC:30773386	Cre08.g359051	Cre08.g359051.t1.1	Cre08.g359051.t1.1						GO:0042309 GO:0050825 GO:0050826				
PAC:30773458	Cre08.g359100	Cre08.g359100.t1.2	Cre08.g359100.t1.2	PF01170	PTHR13370 PTHR13370:SF3	EC:2.1.1.214	KOG2671	K15430	GO:0008168	AT3G26410	methyltransferases;nucleic acid binding	LOC_Os02g35060	RNA methyltransferase protein, putative, expressed
PAC:30774141	Cre08.g359133	Cre08.g359133.t1.1	Cre08.g359133.t1.1										
PAC:30774077	Cre08.g359166	Cre08.g359166.t1.1	Cre08.g359166.t1.1										
PAC:30773926	Cre08.g359200	Cre08.g359200.t1.1	Cre08.g359200.t1.1	PF00415 PF13540	PTHR22870 PTHR22870:SF201		KOG1427						
PAC:30774060	Cre08.g359250	Cre08.g359250.t1.2	Cre08.g359250.t1.2										
PAC:30773756	Cre08.g359300	Cre08.g359300.t1.2	Cre08.g359300.t1.2		PTHR11575 PTHR11575:SF29				GO:0005515 GO:0009166 GO:0016787				
PAC:30773866	Cre08.g359350	Cre08.g359350.t1.2	Cre08.g359350.t1.2	PF00289 PF02785 PF13535	PTHR18866	EC:6.3.4.14 EC:6.4.1.2		K01961	GO:0004075 GO:0005524 GO:0016874 GO:0046872	AT5G35360	acetyl Co-enzyme a carboxylase biotin carboxylase subunit		
PAC:30773517	Cre08.g359400	Cre08.g359400.t1.2	Cre08.g359400.t1.2										
PAC:30773632	Cre08.g359450	Cre08.g359450.t1.2	Cre08.g359450.t1.2										
PAC:30773435	Cre08.g359500	Cre08.g359500.t1.1	Cre08.g359500.t1.1	PF00856 PF13535	PTHR23132 PTHR23132:SF9	EC:6.3.2.4			GO:0005515 GO:0005524 GO:0005737 GO:0008716 GO:0042309 GO:0046872 GO:0050825 GO:0050826				
PAC:30773463	Cre08.g359550	Cre08.g359550.t1.1	Cre08.g359550.t1.1										
PAC:30773649	Cre08.g359567	Cre08.g359567.t1.2	Cre08.g359567.t1.2						GO:0005515				
PAC:30773650	Cre08.g359567	Cre08.g359567.t2.1	Cre08.g359567.t2.1						GO:0005515				
PAC:30773674	Cre08.g359600	Cre08.g359600.t1.2	Cre08.g359600.t1.2										
PAC:30773811	Cre08.g359650	Cre08.g359650.t1.2	Cre08.g359650.t1.2			EC:3.4.21.72			GO:0005515				
PAC:30773895	Cre08.g359700	Cre08.g359700.t1.2	Cre08.g359700.t1.2	PF04055 PF16881	PTHR10949 PTHR10949:SF0	EC:2.8.1.8		K03644	GO:0003824 GO:0008152 GO:0009107 GO:0016992 GO:0051536 GO:0051539	AT2G20860	lipoic acid synthase 1	LOC_Os04g38330	radical SAM enzyme, putative, expressed
PAC:30774125	Cre08.g359750	Cre08.g359750.t1.2	Cre08.g359750.t1.2	PF00163 PF01479	PTHR11831 PTHR11831:SF13		KOG3301	K02997	GO:0003723 GO:0003735 GO:0005622 GO:0006412 GO:0015935 GO:0019843	AT5G39850	Ribosomal protein S4	LOC_Os03g05980	40S ribosomal protein S9-2, putative, expressed
PAC:30774126	Cre08.g359750	Cre08.g359750.t2.1	Cre08.g359750.t2.1	PF00163 PF01479	PTHR11831 PTHR11831:SF13		KOG3301	K02997	GO:0003723 GO:0003735 GO:0005622 GO:0006412 GO:0015935 GO:0019843	AT5G39850	Ribosomal protein S4	LOC_Os03g05980	40S ribosomal protein S9-2, putative, expressed
PAC:30773388	Cre08.g359800	Cre08.g359800.t1.2	Cre08.g359800.t1.2										
PAC:30773665	Cre08.g359850	Cre08.g359850.t1.1	Cre08.g359850.t1.1	PF13864	PTHR21490								
PAC:30773750	Cre08.g359900	Cre08.g359900.t1.1	Cre08.g359900.t1.1	PF14531	PTHR24349 PTHR24349:SF79	EC:2.7.11.1	KOG0580	K08850	GO:0004672 GO:0004713 GO:0005524 GO:0006468				
PAC:30773762	Cre08.g359950	Cre08.g359950.t1.2	Cre08.g359950.t1.2										
PAC:30773882	Cre08.g360001	Cre08.g360001.t1.1	Cre08.g360001.t1.1						GO:0003824				
PAC:30773809	Cre08.g360050	Cre08.g360050.t1.1	Cre08.g360050.t1.1	PF00289 PF00364 PF02626 PF02682 PF02785 PF13535	PTHR18866 PTHR18866:SF91	EC:3.5.1.54 EC:6.3.4.6			GO:0004075 GO:0005524 GO:0016874 GO:0046872				
PAC:30773810	Cre08.g360050	Cre08.g360050.t2.1	Cre08.g360050.t2.1	PF00289 PF00364 PF02626 PF02682 PF02785 PF13535	PTHR18866 PTHR18866:SF91	EC:3.5.1.54 EC:6.3.4.6			GO:0004075 GO:0005524 GO:0016874 GO:0046872				
PAC:30773856	Cre08.g360100	Cre08.g360100.t1.2	Cre08.g360100.t1.2	PF01425	PTHR11895 PTHR11895:SF24	EC:3.5.1.54	KOG1212		GO:0016884				
PAC:30774173	Cre08.g360150	Cre08.g360150.t1.1	Cre08.g360150.t1.1										
PAC:30773424	Cre08.g360200	Cre08.g360200.t1.2	Cre08.g360200.t1.2	PF00474	PTHR11819 PTHR11819:SF94				GO:0005215 GO:0006810 GO:0016020 GO:0055085	AT5G45380	solute:sodium symporters;urea transmembrane transporters	LOC_Os10g42960	urea active transporter, putative, expressed
PAC:30773405	Cre08.g360250	Cre08.g360250.t1.2	Cre08.g360250.t1.2	PF00474	PTHR11819 PTHR11819:SF94				GO:0005215 GO:0006810 GO:0016020 GO:0055085	AT5G45380	solute:sodium symporters;urea transmembrane transporters	LOC_Os10g42960	urea active transporter, putative, expressed
PAC:30773683	Cre08.g360300	Cre08.g360300.t1.2	Cre08.g360300.t1.2	PF00106	PTHR24320	EC:1.1.1.330	KOG1208		GO:0005488 GO:0008152 GO:0016491 GO:0055114				
PAC:30773717	Cre08.g360350	Cre08.g360350.t1.1	Cre08.g360350.t1.1	PF02274	PTHR12737 PTHR12737:SF13	EC:3.5.3.6							
PAC:30773716	Cre08.g360350	Cre08.g360350.t2.1	Cre08.g360350.t2.1	PF02274	PTHR12737 PTHR12737:SF13	EC:3.5.3.6							
PAC:30773798	Cre08.g360400	Cre08.g360400.t1.1	Cre08.g360400.t1.1	PF02714 PF13967	PTHR13018 PTHR13018:SF5				GO:0016020	AT3G21620	ERD (early-responsive to dehydration stress) family protein	LOC_Os10g42820	early-responsive to dehydration protein-related, putative, expressed
PAC:30773929	Cre08.g360444	Cre08.g360444.t1.2	Cre08.g360444.t1.2										
PAC:30774007	Cre08.g360450	Cre08.g360450.t1.1	Cre08.g360450.t1.1	PF00211	PTHR11017 PTHR11017:SF145	EC:4.6.1.1			GO:0009190 GO:0016849 GO:0035556				
PAC:30773726	Cre08.g360500	Cre08.g360500.t1.1	Cre08.g360500.t1.1	PF02714 PF13967 PF14703	PTHR13018 PTHR13018:SF5		KOG1134		GO:0016020	AT3G21620	ERD (early-responsive to dehydration stress) family protein	LOC_Os10g42820	early-responsive to dehydration protein-related, putative, expressed
PAC:30773813	Cre08.g360550	Cre08.g360550.t1.1	Cre08.g360550.t1.1	PF07732	PTHR11709 PTHR11709:SF84	EC:1.7.2.1			GO:0005507 GO:0006807 GO:0050421 GO:0055114				
PAC:30773440	Cre08.g360564	Cre08.g360564.t1.2	Cre08.g360564.t1.2	PF02714 PF13967	PTHR13018 PTHR13018:SF5		KOG1134		GO:0016020	AT3G21620	ERD (early-responsive to dehydration stress) family protein	LOC_Os10g42820	early-responsive to dehydration protein-related, putative, expressed
PAC:30773576	Cre08.g360600	Cre08.g360600.t1.1	Cre08.g360600.t1.1	PF02714 PF13967	PTHR13018 PTHR13018:SF5		KOG1134		GO:0016020	AT3G21620	ERD (early-responsive to dehydration stress) family protein	LOC_Os10g42820	early-responsive to dehydration protein-related, putative, expressed
PAC:30774109	Cre08.g360650	Cre08.g360650.t1.2	Cre08.g360650.t1.2										
PAC:30773357	Cre08.g360700	Cre08.g360700.t1.1	Cre08.g360700.t1.1										
PAC:30773577	Cre08.g360750	Cre08.g360750.t1.1	Cre08.g360750.t1.1										
PAC:30773927	Cre08.g360801	Cre08.g360801.t1.1	Cre08.g360801.t1.1		PTHR18901 PTHR18901:SF29	EC:3.1.3.58							
PAC:30773941	Cre08.g360850	Cre08.g360850.t1.2	Cre08.g360850.t1.2	PF03969	PTHR12169			K18798	GO:0005524 GO:0042309 GO:0050825 GO:0050826	AT2G25530	AFG1-like ATPase family protein	LOC_Os03g63500	ATPase, AFG1 family domain containing protein, expressed
PAC:30773772	Cre08.g360900	Cre08.g360900.t1.2	Cre08.g360900.t1.2	PF00203	PTHR11880 PTHR11880:SF2		KOG0898	K02958	GO:0003735 GO:0005840 GO:0006412 GO:0015935	AT5G09510	Ribosomal protein S19 family protein	LOC_Os07g08660	40S ribosomal protein S15, putative, expressed
PAC:30773425	Cre08.g360950	Cre08.g360950.t1.1	Cre08.g360950.t1.1										
PAC:30773722	Cre08.g361000	Cre08.g361000.t1.1	Cre08.g361000.t1.1		PTHR31187 PTHR31187:SF0				GO:0005471 GO:0005524 GO:0006810 GO:0016021	AT5G05310	TLC ATP/ADP transporter	LOC_Os12g02100	expressed protein
PAC:30773723	Cre08.g361000	Cre08.g361000.t2.1	Cre08.g361000.t2.1		PTHR31187 PTHR31187:SF0				GO:0005471 GO:0005524 GO:0006810 GO:0016021	AT5G05310	TLC ATP/ADP transporter	LOC_Os12g02100	expressed protein
PAC:30774153	Cre08.g361050	Cre08.g361050.t1.2	Cre08.g361050.t1.2	PF01967	PTHR22960	EC:4.1.99.18		K03639	GO:0006777	AT1G01290	cofactor of nitrate reductase and xanthine dehydrogenase 3	LOC_Os04g38700	molybdopterin biosynthesis protein CNX3, putative, expressed
PAC:30773362	Cre08.g361063	Cre08.g361063.t1.2	Cre08.g361063.t1.2										
PAC:30773943	Cre08.g361100	Cre08.g361100.t1.2	Cre08.g361100.t1.2	PF00240					GO:0005515				
PAC:30773942	Cre08.g361100	Cre08.g361100.t2.1	Cre08.g361100.t2.1	PF00240					GO:0005515				
PAC:30774135	Cre08.g361150	Cre08.g361150.t1.2	Cre08.g361150.t1.2	PF05686	PTHR12203								
PAC:30773744	Cre08.g361200	Cre08.g361200.t1.2	Cre08.g361200.t1.2		PTHR21694 PTHR21694:SF19								
PAC:30773745	Cre08.g361200	Cre08.g361200.t2.1	Cre08.g361200.t2.1		PTHR21694 PTHR21694:SF19								
PAC:30773692	Cre08.g361250	Cre08.g361250.t1.1	Cre08.g361250.t1.1	PF04577		EC:2.4.1.255			GO:0016757	AT5G55500	beta-1,2-xylosyltransferase		
PAC:30773667	Cre08.g361300	Cre08.g361300.t1.1	Cre08.g361300.t1.1	PF03567					GO:0008146 GO:0016021				
PAC:30773719	Cre08.g361350	Cre08.g361350.t1.2	Cre08.g361350.t1.2	PF01936									
PAC:30773568	Cre08.g361400	Cre08.g361400.t1.2	Cre08.g361400.t1.2	PF03638	PTHR12446								
PAC:30774041	Cre08.g361450	Cre08.g361450.t1.2	Cre08.g361450.t1.2	PF07173	PTHR34365 PTHR34365:SF2				GO:0009228 GO:0036355				
PAC:30774079	Cre08.g361500	Cre08.g361500.t1.2	Cre08.g361500.t1.2	PF14943					GO:0005763				
PAC:30773791	Cre08.g361551	Cre08.g361551.t1.1	Cre08.g361551.t1.1										
PAC:30773857	Cre08.g361600	Cre08.g361600.t1.1	Cre08.g361600.t1.1	PF10250					GO:0003824				
PAC:30773595	Cre08.g361650	Cre08.g361650.t1.1	Cre08.g361650.t1.1										
PAC:30773437	Cre08.g361700	Cre08.g361700.t1.2	Cre08.g361700.t1.2										
PAC:30773567	Cre08.g361750	Cre08.g361750.t1.1	Cre08.g361750.t1.1										
PAC:30774128	Cre08.g361800	Cre08.g361800.t1.2	Cre08.g361800.t1.2	PF11705					GO:0006359 GO:0042309 GO:0050825 GO:0050826				
PAC:30774040	Cre08.g361850	Cre08.g361850.t1.2	Cre08.g361850.t1.2	PF05981	PTHR37952								
PAC:30773540	Cre08.g361900	Cre08.g361900.t1.2	Cre08.g361900.t1.2		PTHR31600								
PAC:30773371	Cre08.g361925	Cre08.g361925.t1.1	Cre08.g361925.t1.1										
PAC:30773550	Cre08.g361950	Cre08.g361950.t1.1	Cre08.g361950.t1.1		PTHR31600 PTHR31600:SF2				GO:0004871 GO:0007165				
PAC:30773551	Cre08.g361950	Cre08.g361950.t2.1	Cre08.g361950.t2.1		PTHR31600 PTHR31600:SF2				GO:0004871 GO:0007165				
PAC:30773644	Cre08.g361984	Cre08.g361984.t1.2	Cre08.g361984.t1.2		PTHR31600				GO:0005515				
PAC:30773739	Cre08.g362000	Cre08.g362000.t1.2	Cre08.g362000.t1.2		PTHR31600 PTHR31600:SF2				GO:0004871 GO:0007165				
PAC:30773966	Cre08.g362019	Cre08.g362019.t1.1	Cre08.g362019.t1.1		PTHR31600 PTHR31600:SF2								
PAC:30773785	Cre08.g362036	Cre08.g362036.t1.2	Cre08.g362036.t1.2										
PAC:30773890	Cre08.g362050	Cre08.g362050.t1.2	Cre08.g362050.t1.2		PTHR31600 PTHR31600:SF2				GO:0004871 GO:0007165				
PAC:30773829	Cre08.g362076	Cre08.g362076.t1.1	Cre08.g362076.t1.1										
PAC:30774140	Cre08.g362100	Cre08.g362100.t1.1	Cre08.g362100.t1.1		PTHR31600 PTHR31600:SF2				GO:0004871 GO:0007165				
PAC:30773599	Cre08.g362150	Cre08.g362150.t1.1	Cre08.g362150.t1.1		PTHR31600 PTHR31600:SF2				GO:0004871 GO:0007165				
PAC:30773921	Cre08.g362200	Cre08.g362200.t1.1	Cre08.g362200.t1.1						GO:0003676				
PAC:30773704	Cre08.g362250	Cre08.g362250.t1.1	Cre08.g362250.t1.1										
PAC:30773586	Cre08.g362300	Cre08.g362300.t1.1	Cre08.g362300.t1.1										
PAC:30773497	Cre08.g362350	Cre08.g362350.t1.1	Cre08.g362350.t1.1										
PAC:30773380	Cre08.g362400	Cre08.g362400.t1.1	Cre08.g362400.t1.1										
PAC:30773647	Cre08.g362450	Cre08.g362450.t1.2	Cre08.g362450.t1.2	PF00128 PF07821	PTHR10357 PTHR10357:SF118	EC:3.2.1.1	KOG0471	K01176	GO:0003824 GO:0004556 GO:0005509 GO:0005975 GO:0008152 GO:0016597 GO:0043169	AT1G76130	alpha-amylase-like 2	LOC_Os01g51754	alpha-amylase precursor, putative, expressed
PAC:30773910	Cre08.g362500	Cre08.g362500.t1.2	Cre08.g362500.t1.2		PTHR14418				GO:0000796 GO:0005488 GO:0007076				
PAC:30774115	Cre08.g362550	Cre08.g362550.t1.2	Cre08.g362550.t1.2	PF07200	PTHR13678			K12185	GO:0005542 GO:0008152 GO:0016740 GO:0016881			LOC_Os03g08770	modifier of rudimentary protein, expressed
PAC:30774099	Cre08.g362600	Cre08.g362600.t1.2	Cre08.g362600.t1.2	PF00144	PTHR22935								
PAC:30773620	Cre08.g362650	Cre08.g362650.t1.1	Cre08.g362650.t1.1	PF07719	PTHR15722 PTHR15722:SF7				GO:0005488 GO:0005515				
PAC:30773519	Cre08.g362682	Cre08.g362682.t1.2	Cre08.g362682.t1.2						GO:0042309 GO:0050825 GO:0050826				
PAC:30773792	Cre08.g362700	Cre08.g362700.t1.2	Cre08.g362700.t1.2	PF08241	PTHR12176 PTHR12176:SF30	EC:3.4.24.71	KOG1271		GO:0008152 GO:0008168	AT3G60910	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	LOC_Os07g46340	methyltransferase, putative, expressed
PAC:30773806	Cre08.g362750	Cre08.g362750.t1.2	Cre08.g362750.t1.2	PF01223	PTHR13966		KOG3721	K01173	GO:0003676 GO:0016787 GO:0046872				
PAC:30773705	Cre08.g362776	Cre08.g362776.t1.1	Cre08.g362776.t1.1										
PAC:30773587	Cre08.g362800	Cre08.g362800.t1.2	Cre08.g362800.t1.2										
PAC:30774157	Cre08.g362850	Cre08.g362850.t1.1	Cre08.g362850.t1.1		PTHR21678				GO:0000166				
PAC:30773407	Cre08.g362900	Cre08.g362900.t1.1	Cre08.g362900.t1.1	PF01789	PTHR31407 PTHR31407:SF15				GO:0005509 GO:0009523 GO:0009654 GO:0015979 GO:0019898	AT4G15510	Photosystem II reaction center PsbP family protein	LOC_Os12g37710	PsbP, putative, expressed
PAC:30773695	Cre08.g362950	Cre08.g362950.t1.1	Cre08.g362950.t1.1						GO:0004420 GO:0015936 GO:0050662 GO:0055114				
PAC:30774156	Cre08.g363000	Cre08.g363000.t1.2	Cre08.g363000.t1.2										
PAC:30774051	Cre08.g363050	Cre08.g363050.t1.2	Cre08.g363050.t1.2										
PAC:30773808	Cre08.g363100	Cre08.g363100.t1.1	Cre08.g363100.t1.1	PF01607	PTHR23301 PTHR23301:SF0				GO:0005576 GO:0006030 GO:0008061				
PAC:30773928	Cre08.g363150	Cre08.g363150.t1.2	Cre08.g363150.t1.2	PF01607	PTHR23301 PTHR23301:SF0				GO:0005576 GO:0006030 GO:0008061				
PAC:30774049	Cre08.g363200	Cre08.g363200.t1.2	Cre08.g363200.t1.2			EC:3.4.24.13							
PAC:30773964	Cre08.g363250	Cre08.g363250.t1.1	Cre08.g363250.t1.1										
PAC:30773459	Cre08.g363267	Cre08.g363267.t1.1	Cre08.g363267.t1.1										
PAC:30773379	Cre08.g363283	Cre08.g363283.t1.1	Cre08.g363283.t1.1										
PAC:30773699	Cre08.g363300	Cre08.g363300.t1.2	Cre08.g363300.t1.2	PF01048	PTHR21234 PTHR21234:SF31	EC:2.4.2.1 EC:2.4.2.28			GO:0003824 GO:0009116				
PAC:30773349	Cre08.g363350	Cre08.g363350.t1.1	Cre08.g363350.t1.1	PF02037					GO:0003676				
PAC:30773920	Cre08.g363367	Cre08.g363367.t1.1	Cre08.g363367.t1.1	PF02037					GO:0003676				
PAC:30773769	Cre08.g363383	Cre08.g363383.t1.1	Cre08.g363383.t1.1										
PAC:30773982	Cre08.g363400	Cre08.g363400.t1.1	Cre08.g363400.t1.1										
PAC:30773834	Cre08.g363450	Cre08.g363450.t1.2	Cre08.g363450.t1.2	PF02037					GO:0003676				
PAC:30774133	Cre08.g363500	Cre08.g363500.t1.2	Cre08.g363500.t1.2	PF04387	PTHR11035	EC:4.2.1.134	KOG3187	K10703		AT5G59770	Protein-tyrosine phosphatase-like, PTPLA	LOC_Os05g38590	expressed protein
PAC:30773414	Cre08.g363600	Cre08.g363600.t1.2	Cre08.g363600.t1.2	PF03151	PTHR11132		KOG1441						
PAC:30773652	Cre08.g363650	Cre08.g363650.t1.1	Cre08.g363650.t1.1						GO:0005488 GO:0042309 GO:0050825 GO:0050826				
PAC:30773707	Cre08.g363700	Cre08.g363700.t1.1	Cre08.g363700.t1.1	PF13855	PTHR11375			K18647	GO:0005515	AT3G50690	Leucine-rich repeat (LRR) family protein	LOC_Os03g46600	acidic leucine-rich nuclear phosphoprotein 32-related protein 2, putative, expressed
PAC:30773773	Cre08.g363750	Cre08.g363750.t1.1	Cre08.g363750.t1.1	PF13405 PF13499	PTHR23056		KOG0027	K06268	GO:0005509	AT1G64480	calcineurin B-like protein 8	LOC_Os02g18880	calcineurin B, putative, expressed
PAC:30773639	Cre08.g363800	Cre08.g363800.t1.1	Cre08.g363800.t1.1		PTHR31996 PTHR31996:SF2								
PAC:30773724	Cre08.g363837	Cre08.g363837.t1.1	Cre08.g363837.t1.1	PF00476	PTHR10133 PTHR10133:SF27	EC:2.7.7.7			GO:0003676 GO:0003677 GO:0003887 GO:0006260 GO:0006261	AT3G20540	polymerase gamma 1	LOC_Os08g07840	PolI-like DNA polymerase, putative, expressed
PAC:30773841	Cre08.g363874	Cre08.g363874.t1.1	Cre08.g363874.t1.1		PTHR22931 PTHR22931:SF1	EC:2.7.9.4							
